Ward,Precinct,Registered Voters,Ballots Cast,Turnout
49,22,1015,746,73.50%
49,23,1076,896,83.27%
49,24,769,571,74.25%
49,25,1026,873,85.09%
49,26,1030,827,80.29%
49,27,946,787,83.19%
49,28,1121,966,86.17%
49,29,945,831,87.94%
49,30,1011,756,74.78%
49,31,677,523,77.25%
49,32,908,663,73.02%
49,33,706,541,76.63%
50,1,815,628,77.06%
50,2,519,379,73.03%
50,3,688,542,78.78%
50,4,849,666,78.45%
50,5,642,463,72.12%
50,6,861,631,73.29%
50,7,762,626,82.15%
50,8,784,571,72.83%
50,9,706,495,70.11%
50,10,1044,713,68.30%
50,11,650,472,72.62%
50,12,326,273,83.74%
50,13,1044,682,65.33%
50,14,260,214,82.31%
50,15,793,649,81.84%
50,16,265,205,77.36%
50,17,993,688,69.28%
50,18,178,120,67.42%
50,19,722,464,64.27%
50,20,778,591,75.96%
50,21,696,529,76.01%
50,22,880,584,66.36%
50,23,711,458,64.42%
50,24,777,525,67.57%
50,25,884,644,72.85%
50,26,1030,682,66.21%
50,27,239,221,92.47%
50,28,1005,648,64.48%
50,29,891,611,68.57%
50,30,703,460,65.43%
50,31,1090,772,70.83%
50,32,999,687,68.77%
50,33,610,484,79.34%
50,34,994,789,79.38%
50,35,874,715,81.81%
50,36,793,592,74.65%
50,37,755,595,78.81%
50,38,289,242,83.74%
50,39,686,431,62.83%
50,40,937,643,68.62%
