Ward,Precinct,Registered Voters,Ballots Cast,Turnout
3,36,285,177,62.11%
3,37,249,169,67.87%
3,38,635,511,80.47%
3,39,569,422,74.17%
3,40,499,373,74.75%
3,41,581,366,62.99%
3,42,603,459,76.12%
3,43,274,152,55.47%
3,44,319,192,60.19%
3,45,747,575,76.97%
3,46,189,121,64.02%
3,47,415,269,64.82%
3,48,494,323,65.38%
3,49,205,163,79.51%
3,50,492,335,68.09%
4,1,912,776,85.09%
4,2,771,668,86.64%
4,3,774,643,83.07%
4,4,778,581,74.68%
4,5,740,585,79.05%
4,6,190,154,81.05%
4,7,782,581,74.30%
4,8,796,588,73.87%
4,9,833,708,84.99%
4,10,702,590,84.05%
4,11,612,563,91.99%
4,12,401,290,72.32%
4,13,437,360,82.38%
4,14,649,477,73.50%
4,15,536,416,77.61%
4,16,860,640,74.42%
4,17,659,526,79.82%
4,18,708,552,77.97%
4,19,696,573,82.33%
4,20,420,368,87.62%
4,21,718,571,79.53%
4,22,674,565,83.83%
4,23,474,378,79.75%
4,24,698,539,77.22%
4,25,516,412,79.84%
4,26,714,591,82.77%
4,27,539,443,82.19%
4,28,428,337,78.74%
4,29,468,408,87.18%
4,30,465,413,88.82%
4,31,386,349,90.41%
4,32,628,520,82.80%
4,33,497,428,86.12%
4,34,458,367,80.13%
4,35,499,385,77.15%
4,36,444,365,82.21%
4,37,231,101,43.72%
4,38,815,687,84.29%
4,39,438,373,85.16%
4,40,718,556,77.44%
4,41,391,280,71.61%
4,42,602,540,89.70%
4,43,382,334,87.43%
4,44,386,338,87.56%
4,45,754,631,83.69%
4,46,474,384,81.01%
4,47,931,726,77.98%
4,48,612,516,84.31%
4,49,551,367,66.61%
4,50,608,473,77.80%
4,51,523,471,90.06%
4,52,726,575,79.20%
5,1,773,572,74.00%
5,2,659,463,70.26%
5,3,345,261,75.65%
5,4,407,317,77.89%
5,5,687,504,73.36%
5,6,757,565,74.64%
5,7,674,500,74.18%
5,8,651,554,85.10%
5,9,595,463,77.82%
5,10,599,459,76.63%
5,11,480,410,85.42%
5,12,528,345,65.34%
5,13,577,457,79.20%
5,14,690,567,82.17%
5,15,490,382,77.96%
5,16,572,408,71.33%
5,17,693,544,78.50%
5,18,641,496,77.38%
5,19,406,292,71.92%
5,20,490,317,64.69%
5,21,703,513,72.97%
5,22,533,448,84.05%
5,23,543,346,63.72%
5,24,365,314,86.03%
5,25,795,570,71.70%
5,26,700,568,81.14%
5,27,984,684,69.51%
5,28,606,481,79.37%
5,29,582,464,79.73%
5,30,498,410,82.33%
5,31,635,516,81.26%
5,32,749,632,84.38%
5,33,354,271,76.55%
5,34,698,535,76.65%
5,35,479,393,82.05%
5,36,515,349,67.77%
5,37,453,373,82.34%
5,38,530,424,80.00%
5,39,657,529,80.52%
5,40,816,606,74.26%
5,41,526,420,79.85%
5,42,754,565,74.93%
5,43,576,454,78.82%
5,44,734,570,77.66%
5,45,397,276,69.52%
5,46,711,535,75.25%
5,47,582,470,80.76%
5,48,378,315,83.33%
5,49,153,108,70.59%
5,50,646,421,65.17%
5,51,522,382,73.18%
5,52,150,119,79.33%
5,53,570,471,82.63%
5,54,810,605,74.69%
5,55,504,418,82.94%
6,1,609,488,80.13%
6,2,634,494,77.92%
6,3,635,508,80.00%
6,4,712,489,68.68%
6,5,544,335,61.58%
6,6,479,375,78.29%
6,7,750,550,73.33%
6,8,677,545,80.50%
6,9,601,415,69.05%
6,10,620,539,86.94%
6,11,589,451,76.57%
6,12,728,504,69.23%
6,13,628,427,67.99%
6,14,760,553,72.76%
6,15,726,463,63.77%
6,16,693,494,71.28%
6,17,627,494,78.79%
6,18,612,361,58.99%
6,19,723,553,76.49%
6,20,690,490,71.01%
6,21,564,436,77.30%
6,22,625,459,73.44%
6,23,544,404,74.26%
6,24,667,488,73.16%
6,25,477,370,77.57%
6,26,776,526,67.78%
6,27,761,563,73.98%
6,28,904,694,76.77%
6,29,637,499,78.34%
6,30,709,479,67.56%
6,31,689,508,73.73%
6,32,748,566,75.67%
6,33,788,589,74.75%
6,34,583,441,75.64%
6,35,593,400,67.45%
6,36,497,339,68.21%
6,37,605,470,77.69%
6,38,736,538,73.10%
6,39,661,498,75.34%
6,40,473,323,68.29%
6,41,581,450,77.45%
6,42,545,372,68.26%
6,43,702,514,73.22%
6,44,642,472,73.52%
6,45,521,391,75.05%
6,46,525,434,82.67%
6,47,613,479,78.14%
6,48,640,448,70.00%
6,49,766,545,71.15%
6,50,603,445,73.80%
6,51,444,344,77.48%
6,52,552,371,67.21%
6,53,573,446,77.84%
6,54,659,491,74.51%
6,55,608,477,78.45%
6,56,489,343,70.14%
6,57,408,300,73.53%
6,58,590,458,77.63%
6,59,530,415,78.30%
6,60,400,302,75.50%
6,61,431,310,71.93%
6,62,683,486,71.16%
6,63,556,444,79.86%
6,64,631,467,74.01%
7,1,784,618,78.83%
7,2,806,530,65.76%
7,3,529,388,73.35%
7,4,711,419,58.93%
7,5,673,410,60.92%
7,6,633,421,66.51%
7,7,570,394,69.12%
7,8,324,196,60.49%
7,9,518,401,77.41%
7,10,523,366,69.98%
7,11,549,444,80.87%
7,12,471,329,69.85%
7,13,458,314,68.56%
7,14,736,552,75.00%
7,15,402,275,68.41%
7,16,562,366,65.12%
7,17,493,326,66.13%
7,18,543,385,70.90%
7,19,910,635,69.78%
7,20,449,310,69.04%
7,21,685,443,64.67%
7,22,500,322,64.40%
7,23,765,551,72.03%
7,24,485,368,75.88%
7,25,648,479,73.92%
7,26,777,515,66.28%
7,27,688,549,79.80%
7,28,808,633,78.34%
7,29,637,466,73.16%
7,30,502,380,75.70%
7,31,446,351,78.70%
7,32,658,416,63.22%
7,33,388,288,74.23%
7,34,468,354,75.64%
7,35,803,614,76.46%
7,36,626,452,72.20%
7,37,288,200,69.44%
7,38,451,325,72.06%
7,39,595,503,84.54%
7,40,774,560,72.35%
7,41,415,320,77.11%
7,42,956,703,73.54%
7,43,651,447,68.66%
7,44,1026,745,72.61%
7,45,612,519,84.80%
7,46,277,219,79.06%
7,47,487,367,75.36%
7,48,458,355,77.51%
7,49,295,218,73.90%
7,50,321,273,85.05%
7,51,901,680,75.47%
7,52,457,309,67.61%
7,53,409,341,83.37%
7,54,329,208,63.22%
7,55,455,323,70.99%
7,56,531,388,73.07%
7,57,517,343,66.34%
7,58,486,401,82.51%
7,59,370,252,68.11%
7,60,359,284,79.11%
7,61,437,341,78.03%
8,1,520,434,83.46%
8,2,307,244,79.48%
8,3,574,479,83.45%
8,4,499,413,82.77%
8,5,537,416,77.47%
8,6,586,415,70.82%
8,7,558,409,73.30%
8,8,548,420,76.64%
8,9,619,463,74.80%
8,10,611,510,83.47%
8,11,617,443,71.80%
8,12,583,473,81.13%
8,13,497,395,79.48%
8,14,689,497,72.13%
8,15,472,345,73.09%
8,16,491,409,83.30%
8,17,446,358,80.27%
8,18,520,375,72.12%
8,19,639,493,77.15%
8,20,483,360,74.53%
8,21,428,322,75.23%
8,22,565,420,74.34%
8,23,558,421,75.45%
8,24,573,441,76.96%
8,25,590,442,74.92%
8,26,513,372,72.51%
8,27,621,473,76.17%
8,28,474,368,77.64%
8,29,670,513,76.57%
8,30,502,366,72.91%
8,31,510,342,67.06%
8,32,831,643,77.38%
8,33,519,397,76.49%
8,34,743,547,73.62%
8,35,627,492,78.47%
8,36,577,407,70.54%
8,37,786,581,73.92%
8,38,635,469,73.86%
8,39,585,446,76.24%
8,40,608,478,78.62%
8,41,523,385,73.61%
8,42,522,416,79.69%
8,43,635,453,71.34%
8,44,394,324,82.23%
8,45,581,421,72.46%
8,46,510,370,72.55%
8,47,543,419,77.16%
8,48,530,379,71.51%
8,49,708,540,76.27%
8,50,558,425,76.16%
8,51,677,515,76.07%
8,52,523,411,78.59%
8,53,620,479,77.26%
8,54,646,462,71.52%
8,55,812,574,70.69%
8,56,721,506,70.18%
8,57,532,397,74.62%
8,58,533,443,83.11%
8,59,420,313,74.52%
8,60,539,378,70.13%
8,61,488,385,78.89%
8,62,448,343,76.56%
8,63,520,391,75.19%
8,64,598,443,74.08%
8,65,340,271,79.71%
8,66,804,647,80.47%
8,67,386,295,76.42%
8,68,503,376,74.75%
8,69,482,341,70.75%
8,70,886,677,76.41%
9,1,672,488,72.62%
9,2,767,546,71.19%
9,3,470,342,72.77%
9,4,590,437,74.07%
9,5,795,520,65.41%
9,6,712,511,71.77%
9,7,680,451,66.32%
9,8,761,533,70.04%
9,9,637,501,78.65%
9,10,610,443,72.62%
9,11,622,403,64.79%
9,12,673,483,71.77%
9,13,626,437,69.81%
9,14,816,588,72.06%
9,15,753,520,69.06%
9,16,711,470,66.10%
9,17,661,466,70.50%
9,18,711,484,68.07%
9,19,675,511,75.70%
9,20,642,448,69.78%
9,21,702,477,67.95%
9,22,723,507,70.12%
9,23,562,392,69.75%
9,24,299,291,97.32%
9,25,513,352,68.62%
9,26,502,416,82.87%
9,27,659,458,69.50%
9,28,764,389,50.92%
9,29,665,507,76.24%
9,30,635,440,69.29%
9,31,640,435,67.97%
9,32,705,483,68.51%
9,33,544,370,68.01%
9,34,676,444,65.68%
9,35,665,488,73.38%
9,36,734,539,73.43%
9,37,496,385,77.62%
9,38,787,559,71.03%
9,39,773,530,68.56%
9,40,711,478,67.23%
9,41,709,504,71.09%
9,42,441,332,75.28%
9,43,625,373,59.68%
9,44,672,397,59.08%
9,45,587,375,63.88%
9,46,611,441,72.18%
9,47,704,498,70.74%
9,48,589,451,76.57%
9,49,645,419,64.96%
9,50,709,481,67.84%
9,51,385,274,71.17%
9,52,604,451,74.67%
9,53,432,307,71.06%
10,1,662,412,62.24%
10,2,434,271,62.44%
10,3,505,350,69.31%
10,4,696,387,55.60%
10,5,598,334,55.85%
10,6,560,366,65.36%
10,7,187,111,59.36%
10,8,491,330,67.21%
10,9,459,319,69.50%
10,10,548,343,62.59%
10,11,560,371,66.25%
10,12,560,320,57.14%
10,13,441,288,65.31%
10,14,638,388,60.82%
10,15,357,182,50.98%
10,16,457,321,70.24%
10,17,437,281,64.30%
10,18,752,403,53.59%
10,19,607,401,66.06%
10,20,479,285,59.50%
10,21,597,323,54.10%
10,22,518,342,66.02%
10,23,660,325,49.24%
10,24,431,285,66.13%
10,25,910,518,56.92%
10,26,633,337,53.24%
10,27,653,410,62.79%
10,28,368,282,76.63%
10,29,516,362,70.16%
10,30,714,418,58.54%
10,31,660,407,61.67%
10,32,647,388,59.97%
10,33,648,387,59.72%
10,34,645,360,55.81%
10,35,700,347,49.57%
10,36,586,401,68.43%
10,37,610,378,61.97%
10,38,627,423,67.46%
10,39,566,346,61.13%
10,40,577,310,53.73%
10,41,564,409,72.52%
10,42,495,342,69.09%
10,43,440,251,57.05%
10,44,733,376,51.30%
10,45,464,250,53.88%
10,46,637,389,61.07%
10,47,506,285,56.32%
10,48,618,351,56.80%
11,1,701,452,64.48%
11,2,554,399,72.02%
11,3,436,309,70.87%
11,4,716,458,63.97%
11,5,490,309,63.06%
11,6,710,481,67.75%
11,7,460,327,71.09%
11,8,622,401,64.47%
11,9,489,286,58.49%
11,10,335,234,69.85%
11,11,881,597,67.76%
11,12,499,357,71.54%
11,13,618,371,60.03%
11,14,593,369,62.23%
11,15,434,302,69.59%
11,16,691,470,68.02%
11,17,716,524,73.18%
11,18,431,260,60.32%
11,19,586,381,65.02%
11,20,331,259,78.25%
11,21,398,312,78.39%
11,22,422,311,73.70%
11,23,428,295,68.93%
11,24,677,533,78.73%
11,25,518,406,78.38%
11,26,830,533,64.22%
11,27,655,428,65.34%
11,28,480,270,56.25%
11,29,601,428,71.21%
11,30,629,428,68.04%
11,31,323,239,73.99%
11,32,388,260,67.01%
11,33,366,247,67.49%
11,34,372,255,68.55%
11,35,637,468,73.47%
11,36,193,113,58.55%
11,37,539,436,80.89%
11,38,608,483,79.44%
11,39,589,458,77.76%
11,40,318,216,67.92%
11,41,328,218,66.46%
11,42,422,286,67.77%
11,43,693,436,62.91%
11,44,592,395,66.72%
11,45,340,224,65.88%
11,46,292,210,71.92%
11,47,591,379,64.13%
11,48,175,136,77.71%
11,49,378,292,77.25%
11,50,406,251,61.82%
12,1,456,214,46.93%
12,2,476,282,59.24%
12,3,581,309,53.18%
12,4,408,214,52.45%
12,5,459,268,58.39%
12,6,534,219,41.01%
12,7,724,382,52.76%
12,8,737,476,64.59%
12,9,529,260,49.15%
12,10,643,302,46.97%
12,11,783,408,52.11%
12,12,524,289,55.15%
12,13,702,436,62.11%
12,14,570,317,55.61%
12,15,520,256,49.23%
12,16,512,276,53.91%
12,17,576,315,54.69%
12,18,654,361,55.20%
12,19,673,407,60.48%
12,20,489,267,54.60%
12,21,586,353,60.24%
12,22,534,231,43.26%
12,23,462,309,66.88%
12,24,537,327,60.89%
13,1,325,370,113.85%
13,2,287,283,98.61%
13,3,528,483,91.48%
13,4,727,577,79.37%
13,5,503,431,85.69%
13,6,427,400,93.68%
13,7,370,337,91.08%
13,8,415,388,93.49%
13,9,468,413,88.25%
13,10,346,329,95.09%
13,11,330,403,122.12%
13,12,420,372,88.57%
13,13,458,399,87.12%
13,14,409,403,98.53%
13,15,495,520,105.05%
13,16,518,473,91.31%
13,17,422,391,92.65%
13,18,351,338,96.30%
13,19,420,534,127.14%
13,20,522,416,79.69%
13,21,419,437,104.30%
13,22,372,342,91.94%
13,23,336,363,108.04%
13,24,417,352,84.41%
13,25,480,377,78.54%
13,26,413,408,98.79%
13,27,391,375,95.91%
13,28,361,294,81.44%
13,29,328,327,99.70%
13,30,425,534,125.65%
13,31,417,475,113.91%
13,32,336,407,121.13%
13,33,395,374,94.68%
13,34,491,500,101.83%
13,35,376,376,100.00%
13,36,272,238,87.50%
13,37,404,369,91.34%
13,38,461,427,92.62%
13,39,420,393,93.57%
13,40,536,456,85.07%
13,41,330,291,88.18%
13,42,278,329,118.35%
13,43,359,364,101.39%
13,44,361,422,116.90%
13,45,533,468,87.80%
13,46,520,412,79.23%
13,47,459,482,105.01%
14,1,279,213,76.34%
14,2,349,266,76.22%
14,3,439,372,84.74%
14,4,389,270,69.41%
14,5,560,432,77.14%
14,6,383,285,74.41%
14,7,376,274,72.87%
14,8,284,206,72.54%
14,9,364,308,84.62%
14,10,385,331,85.97%
14,11,329,267,81.16%
14,12,312,253,81.09%
14,13,371,303,81.67%
14,14,298,254,85.23%
14,15,376,331,88.03%
14,16,474,337,71.10%
14,17,372,321,86.29%
14,18,436,316,72.48%
14,19,486,389,80.04%
14,20,381,277,72.70%
14,21,339,306,90.27%
14,22,541,390,72.09%
14,23,464,376,81.03%
14,24,285,194,68.07%
14,25,394,284,72.08%
14,26,500,346,69.20%
14,27,529,399,75.43%
14,28,412,339,82.28%
14,29,448,363,81.03%
14,30,309,266,86.08%
14,31,314,277,88.22%
14,32,294,229,77.89%
14,33,285,233,81.75%
14,34,336,258,76.79%
14,35,449,333,74.16%
15,1,420,249,59.29%
15,2,458,300,65.50%
15,3,506,340,67.19%
15,4,572,387,67.66%
15,5,575,351,61.04%
15,6,670,450,67.16%
15,7,532,351,65.98%
15,8,739,551,74.56%
15,9,537,388,72.25%
15,10,508,300,59.06%
15,11,626,440,70.29%
15,12,345,206,59.71%
15,13,513,315,61.40%
15,14,586,387,66.04%
15,15,589,381,64.69%
15,16,447,266,59.51%
15,17,533,328,61.54%
15,18,485,274,56.49%
15,19,542,326,60.15%
15,20,424,283,66.75%
15,21,483,349,72.26%
15,22,785,506,64.46%
15,23,431,263,61.02%
15,24,497,343,69.01%
15,25,677,440,64.99%
15,26,502,327,65.14%
15,27,462,290,62.77%
15,28,570,376,65.96%
15,29,345,194,56.23%
15,30,757,439,57.99%
15,31,467,306,65.52%
15,32,720,431,59.86%
15,33,523,324,61.95%
15,34,512,316,61.72%
15,35,558,352,63.08%
15,36,558,310,55.56%
15,37,440,277,62.95%
15,38,482,333,69.09%
15,39,544,357,65.63%
15,40,538,356,66.17%
15,41,723,490,67.77%
15,42,342,241,70.47%
15,43,513,314,61.21%
15,44,591,407,68.87%
15,45,287,220,76.66%
15,46,400,256,64.00%
15,47,548,385,70.26%
15,48,447,292,65.32%
15,49,520,332,63.85%
15,50,506,328,64.82%
15,51,401,261,65.09%
15,52,478,279,58.37%
16,1,524,313,59.73%
16,2,442,284,64.25%
16,3,586,348,59.39%
16,4,572,294,51.40%
16,5,563,351,62.34%
16,6,182,130,71.43%
16,7,556,358,64.39%
16,8,650,420,64.62%
16,9,594,386,64.98%
16,10,831,602,72.44%
16,11,713,462,64.80%
16,12,548,296,54.01%
16,13,480,306,63.75%
16,14,586,350,59.73%
16,15,613,445,72.59%
16,16,579,406,70.12%
16,17,455,265,58.24%
16,18,660,414,62.73%
16,19,746,435,58.31%
16,20,527,311,59.01%
16,21,520,327,62.88%
16,22,539,328,60.85%
16,23,575,357,62.09%
16,24,224,221,98.66%
16,25,414,280,67.63%
16,26,517,358,69.25%
16,27,613,408,66.56%
16,28,625,421,67.36%
16,29,526,320,60.84%
16,30,591,392,66.33%
16,31,591,400,67.68%
16,32,447,305,68.23%
16,33,408,267,65.44%
16,34,554,320,57.76%
16,35,636,417,65.57%
16,36,630,379,60.16%
16,37,451,274,60.75%
16,38,394,280,71.07%
16,39,554,376,67.87%
16,40,611,390,63.83%
16,41,281,201,71.53%
16,42,573,317,55.32%
16,43,682,441,64.66%
16,44,583,370,63.46%
17,1,402,281,69.90%
17,2,645,468,72.56%
17,3,493,329,66.73%
17,4,669,519,77.58%
17,5,487,352,72.28%
17,6,547,384,70.20%
17,7,682,491,71.99%
17,8,501,338,67.47%
17,9,419,273,65.16%
17,10,522,370,70.88%
17,11,598,430,71.91%
17,12,703,516,73.40%
17,13,494,304,61.54%
17,14,641,408,63.65%
17,15,666,480,72.07%
17,16,580,389,67.07%
17,17,493,344,69.78%
17,18,584,420,71.92%
17,19,326,207,63.50%
17,20,544,397,72.98%
17,21,567,423,74.60%
17,22,604,417,69.04%
17,23,416,277,66.59%
17,24,649,451,69.49%
17,25,457,326,71.33%
17,26,643,497,77.29%
17,27,741,544,73.41%
17,28,497,355,71.43%
17,29,544,415,76.29%
17,30,622,448,72.03%
17,31,544,365,67.10%
17,32,652,455,69.79%
17,33,466,316,67.81%
17,34,493,338,68.56%
17,35,349,247,70.77%
17,36,391,259,66.24%
17,37,564,353,62.59%
17,38,623,436,69.98%
17,39,536,346,64.55%
17,40,538,369,68.59%
17,41,467,319,68.31%
17,42,452,333,73.67%
17,43,526,367,69.77%
17,44,514,311,60.51%
17,45,446,293,65.70%
17,46,600,419,69.83%
17,47,355,249,70.14%
17,48,680,485,71.32%
17,49,404,283,70.05%
17,50,702,480,68.38%
17,51,602,471,78.24%
17,52,684,534,78.07%
17,53,499,344,68.94%
17,54,512,402,78.52%
17,55,476,351,73.74%
17,56,637,405,63.58%
17,57,650,447,68.77%
17,58,543,337,62.06%
17,59,359,236,65.74%
17,60,643,477,74.18%
17,61,515,347,67.38%
17,62,520,356,68.46%
17,63,671,386,57.53%
17,64,438,307,70.09%
18,1,344,251,72.97%
18,2,533,421,78.99%
18,3,443,331,74.72%
18,4,561,450,80.21%
18,5,694,483,69.60%
18,6,505,366,72.48%
18,7,535,420,78.50%
18,8,270,210,77.78%
18,9,558,457,81.90%
18,10,748,603,80.61%
18,11,577,422,73.14%
18,12,613,501,81.73%
18,13,639,523,81.85%
18,14,629,478,75.99%
18,15,362,259,71.55%
18,16,647,503,77.74%
18,17,586,423,72.18%
18,18,549,406,73.95%
18,19,664,504,75.90%
18,20,602,443,73.59%
18,21,713,609,85.41%
18,22,657,534,81.28%
18,23,542,416,76.75%
18,24,608,474,77.96%
18,25,625,460,73.60%
18,26,423,345,81.56%
18,27,701,510,72.75%
18,28,506,373,73.72%
18,29,612,445,72.71%
18,30,536,407,75.93%
18,31,628,465,74.04%
18,32,705,531,75.32%
18,33,578,423,73.18%
18,34,630,528,83.81%
18,35,696,533,76.58%
18,36,437,328,75.06%
18,37,460,369,80.22%
18,38,655,495,75.57%
18,39,689,467,67.78%
18,40,620,511,82.42%
18,41,542,427,78.78%
18,42,547,395,72.21%
18,43,556,388,69.78%
18,44,418,306,73.21%
18,45,550,432,78.55%
18,46,637,483,75.82%
18,47,684,484,70.76%
18,48,405,290,71.60%
18,49,564,410,72.70%
18,50,759,516,67.98%
18,51,767,570,74.32%
18,52,635,473,74.49%
18,53,540,374,69.26%
18,54,611,495,81.01%
18,55,557,410,73.61%
18,56,665,476,71.58%
18,57,490,359,73.27%
18,58,658,514,78.12%
18,59,468,363,77.56%
18,60,718,563,78.41%
18,61,587,419,71.38%
18,62,500,341,68.20%
19,1,522,473,90.61%
19,2,459,426,92.81%
19,3,473,408,86.26%
19,4,507,419,82.64%
19,5,539,493,91.47%
19,6,514,431,83.85%
19,7,521,464,89.06%
19,8,455,411,90.33%
19,9,430,362,84.19%
19,10,674,619,91.84%
19,11,609,534,87.68%
19,12,535,463,86.54%
19,13,428,395,92.29%
19,14,347,290,83.57%
19,15,511,440,86.11%
19,16,605,544,89.92%
19,17,555,481,86.67%
19,18,560,517,92.32%
19,19,545,501,91.93%
19,20,509,453,89.00%
19,21,425,365,85.88%
19,22,598,537,89.80%
19,23,598,529,88.46%
19,24,441,400,90.70%
19,25,619,539,87.08%
19,26,572,526,91.96%
19,27,389,365,93.83%
19,28,571,527,92.29%
19,29,453,381,84.11%
19,30,524,447,85.31%
19,31,499,448,89.78%
19,32,571,509,89.14%
19,33,590,528,89.49%
19,34,499,470,94.19%
19,35,491,432,87.98%
19,36,796,745,93.59%
19,37,534,489,91.57%
19,38,541,514,95.01%
19,39,313,301,96.17%
19,40,598,524,87.63%
19,41,422,370,87.68%
19,42,600,544,90.67%
19,43,652,616,94.48%
19,44,523,463,88.53%
19,45,565,492,87.08%
19,46,639,571,89.36%
19,47,380,354,93.16%
19,48,489,439,89.78%
19,49,631,586,92.87%
19,50,747,652,87.28%
19,51,423,373,88.18%
19,52,469,393,83.80%
19,53,521,459,88.10%
19,54,486,432,88.89%
19,55,491,411,83.71%
19,56,597,553,92.63%
19,57,589,545,92.53%
19,58,569,491,86.29%
19,59,531,471,88.70%
19,60,490,446,91.02%
19,61,629,571,90.78%
19,62,515,469,91.07%
19,63,384,331,86.20%
19,64,681,601,88.25%
19,65,426,356,83.57%
19,66,623,569,91.33%
20,1,657,439,66.82%
20,2,552,384,69.57%
20,3,595,389,65.38%
20,4,666,333,50.00%
20,5,451,293,64.97%
20,6,756,536,70.90%
20,7,252,161,63.89%
20,8,208,113,54.33%
20,9,673,479,71.17%
20,10,550,369,67.09%
20,11,453,343,75.72%
20,12,370,275,74.32%
20,13,477,356,74.63%
20,14,740,574,77.57%
20,15,703,367,52.20%
20,16,671,518,77.20%
20,17,486,333,68.52%
20,18,554,315,56.86%
20,19,567,360,63.49%
20,20,404,247,61.14%
20,21,372,211,56.72%
20,22,686,531,77.41%
20,23,793,609,76.80%
20,24,616,484,78.57%
20,25,485,342,70.52%
20,26,602,371,61.63%
20,27,510,354,69.41%
20,28,583,445,76.33%
20,29,668,485,72.60%
20,30,556,385,69.24%
20,31,619,484,78.19%
20,32,590,403,68.31%
20,33,720,501,69.58%
20,34,761,579,76.08%
20,35,372,295,79.30%
20,36,586,371,63.31%
20,37,627,454,72.41%
20,38,128,80,62.50%
20,39,576,398,69.10%
20,40,468,328,70.09%
20,41,334,164,49.10%
20,42,649,443,68.26%
20,43,160,115,71.88%
20,44,511,441,86.30%
20,45,437,278,63.62%
20,46,522,399,76.44%
20,47,550,360,65.45%
20,48,274,174,63.50%
20,49,426,304,71.36%
20,50,379,265,69.92%
21,1,788,607,77.03%
21,2,636,476,74.84%
21,3,515,373,72.43%
21,4,630,492,78.10%
21,5,628,428,68.15%
21,6,588,416,70.75%
21,7,564,450,79.79%
21,8,638,513,80.41%
21,9,713,535,75.04%
21,10,464,357,76.94%
21,11,599,460,76.79%
21,12,614,472,76.87%
21,13,342,250,73.10%
21,14,553,469,84.81%
21,15,568,430,75.70%
21,16,580,456,78.62%
21,17,587,438,74.62%
21,18,488,383,78.48%
