Ward,Precinct,Registered Voters,Ballots Cast,Turnout
21,19,475,366,77.05%
21,20,315,244,77.46%
21,21,689,517,75.04%
21,22,571,393,68.83%
21,23,468,346,73.93%
21,24,597,461,77.22%
21,25,419,318,75.89%
21,26,413,316,76.51%
21,27,594,435,73.23%
21,28,448,361,80.58%
21,29,336,269,80.06%
21,30,436,320,73.39%
21,31,760,572,75.26%
21,32,654,485,74.16%
21,33,581,444,76.42%
21,34,728,523,71.84%
21,35,403,304,75.43%
21,36,645,439,68.06%
21,37,678,511,75.37%
21,38,628,445,70.86%
21,39,542,400,73.80%
21,40,464,354,76.29%
21,41,535,386,72.15%
21,42,580,411,70.86%
21,43,559,430,76.92%
21,44,661,443,67.02%
21,45,472,368,77.97%
21,46,472,373,79.03%
21,47,661,482,72.92%
21,48,795,597,75.09%
21,49,626,525,83.87%
21,50,639,446,69.80%
21,51,608,470,77.30%
21,52,672,506,75.30%
21,53,646,442,68.42%
21,54,451,361,80.04%
21,55,695,499,71.80%
21,56,528,344,65.15%
21,57,575,431,74.96%
21,58,493,353,71.60%
21,59,688,552,80.23%
21,60,595,442,74.29%
21,61,685,521,76.06%
21,62,587,428,72.91%
21,63,502,394,78.49%
21,64,367,269,73.30%
21,65,654,506,77.37%
21,66,441,328,74.38%
21,67,617,468,75.85%
21,68,588,453,77.04%
21,69,460,374,81.30%
21,70,613,427,69.66%
21,71,472,350,74.15%
21,72,628,460,73.25%
21,73,811,592,73.00%
21,74,326,215,65.95%
22,1,502,259,51.59%
22,2,373,225,60.32%
22,3,579,336,58.03%
22,4,563,312,55.42%
22,5,597,353,59.13%
22,6,513,261,50.88%
22,7,503,380,75.55%
22,8,473,275,58.14%
22,9,584,340,58.22%
22,10,515,312,60.58%
22,11,618,302,48.87%
22,12,375,250,66.67%
22,13,696,373,53.59%
22,14,418,258,61.72%
22,15,517,285,55.13%
22,16,567,350,61.73%
22,17,559,312,55.81%
22,18,794,348,43.83%
22,19,481,320,66.53%
22,20,678,353,52.06%
22,21,560,405,72.32%
22,22,632,302,47.78%
22,23,629,347,55.17%
22,24,495,244,49.29%
22,25,433,237,54.73%
22,26,401,233,58.10%
22,27,730,403,55.21%
22,28,351,215,61.25%
22,29,487,232,47.64%
23,1,485,385,79.38%
23,2,537,451,83.99%
23,3,439,392,89.29%
23,4,585,408,69.74%
23,5,536,347,64.74%
23,6,511,430,84.15%
23,7,401,243,60.60%
23,8,571,439,76.88%
23,9,631,437,69.26%
23,10,498,444,89.16%
23,11,611,465,76.10%
23,12,508,400,78.74%
23,13,586,467,79.69%
23,14,401,268,66.83%
23,15,557,426,76.48%
23,16,529,419,79.21%
23,17,511,478,93.54%
23,18,424,341,80.42%
23,19,453,370,81.68%
23,20,448,350,78.13%
23,21,573,402,70.16%
23,22,579,431,74.44%
23,23,474,405,85.44%
23,24,447,322,72.04%
23,25,552,355,64.31%
23,26,515,406,78.83%
23,27,458,354,77.29%
23,28,542,406,74.91%
23,29,497,369,74.25%
23,30,495,367,74.14%
23,31,649,445,68.57%
23,32,550,461,83.82%
23,33,550,441,80.18%
23,34,587,368,62.69%
23,35,396,308,77.78%
23,36,633,518,81.83%
23,37,410,321,78.29%
23,38,453,344,75.94%
23,39,508,383,75.39%
23,40,513,444,86.55%
23,41,662,449,67.82%
23,42,437,332,75.97%
23,43,637,486,76.30%
23,44,480,389,81.04%
23,45,659,499,75.72%
23,46,498,413,82.93%
23,47,561,448,79.86%
23,48,477,403,84.49%
23,49,528,462,87.50%
23,50,437,302,69.11%
23,51,420,331,78.81%
23,52,580,467,80.52%
23,53,359,263,73.26%
23,54,627,480,76.56%
23,55,527,411,77.99%
23,56,512,375,73.24%
24,1,751,520,69.24%
24,2,692,370,53.47%
24,3,605,395,65.29%
24,4,618,394,63.75%
24,5,573,362,63.18%
24,6,727,474,65.20%
24,7,568,392,69.01%
24,8,515,371,72.04%
24,9,637,403,63.27%
24,10,514,322,62.65%
24,11,463,289,62.42%
24,12,574,434,75.61%
24,13,625,388,62.08%
24,14,923,581,62.95%
24,15,555,347,62.52%
24,16,529,289,54.63%
24,17,632,371,58.70%
24,18,429,291,67.83%
24,19,393,292,74.30%
24,20,540,326,60.37%
24,21,532,273,51.32%
24,22,564,434,76.95%
24,23,574,345,60.10%
24,24,456,268,58.77%
24,25,627,462,73.68%
24,26,732,486,66.39%
24,27,389,222,57.07%
24,28,609,481,78.98%
24,29,733,460,62.76%
24,30,605,383,63.31%
24,31,599,391,65.28%
24,32,572,357,62.41%
24,33,467,290,62.10%
24,34,668,406,60.78%
24,35,748,556,74.33%
24,36,538,343,63.75%
24,37,604,383,63.41%
24,38,579,414,71.50%
24,39,566,396,69.96%
24,40,675,447,66.22%
24,41,552,358,64.86%
24,42,443,306,69.07%
24,43,829,535,64.54%
24,44,737,465,63.09%
24,45,496,349,70.36%
24,46,702,441,62.82%
24,47,496,348,70.16%
24,48,302,202,66.89%
24,49,843,584,69.28%
24,50,940,582,61.91%
24,51,858,549,63.99%
24,52,532,341,64.10%
24,53,717,378,52.72%
24,54,515,403,78.25%
24,55,693,414,59.74%
24,56,651,466,71.58%
25,1,598,403,67.39%
25,2,1000,589,58.90%
25,3,681,543,79.74%
25,4,791,557,70.42%
25,5,710,416,58.59%
25,6,558,365,65.41%
25,7,758,419,55.28%
25,8,753,453,60.16%
25,9,1013,615,60.71%
25,10,417,272,65.23%
25,11,895,525,58.66%
25,12,754,497,65.92%
25,13,885,494,55.82%
25,14,951,399,41.96%
25,15,752,417,55.45%
25,16,490,315,64.29%
25,17,1064,703,66.07%
25,18,1188,685,57.66%
25,19,991,542,54.69%
25,20,858,485,56.53%
25,21,459,356,77.56%
25,22,435,267,61.38%
25,23,814,525,64.50%
25,24,1053,626,59.45%
25,25,737,464,62.96%
25,26,578,411,71.11%
25,27,554,393,70.94%
25,28,693,510,73.59%
25,29,1384,1099,79.41%
25,30,823,477,57.96%
25,31,444,324,72.97%
26,1,384,279,72.66%
26,2,471,335,71.13%
26,3,471,298,63.27%
26,4,321,230,71.65%
26,5,514,355,69.07%
26,6,354,209,59.04%
26,7,384,257,66.93%
26,8,371,249,67.12%
26,9,360,230,63.89%
26,10,318,215,67.61%
26,11,383,252,65.80%
26,12,332,234,70.48%
26,13,330,252,76.36%
26,14,415,249,60.00%
26,15,511,289,56.56%
26,16,345,210,60.87%
26,17,333,206,61.86%
26,18,350,207,59.14%
26,19,648,483,74.54%
26,20,634,431,67.98%
26,21,623,386,61.96%
26,22,463,260,56.16%
26,23,423,246,58.16%
26,24,423,284,67.14%
26,25,194,124,63.92%
26,26,366,235,64.21%
26,27,411,287,69.83%
26,28,420,280,66.67%
26,29,502,320,63.75%
26,30,443,306,69.07%
26,31,443,273,61.63%
26,32,496,383,77.22%
26,33,247,157,63.56%
26,34,387,325,83.98%
26,35,504,355,70.44%
26,36,416,266,63.94%
26,37,293,194,66.21%
26,38,461,293,63.56%
26,39,455,286,62.86%
26,40,294,191,64.97%
26,41,381,255,66.93%
26,42,362,294,81.22%
26,43,347,231,66.57%
26,44,266,176,66.17%
26,45,494,358,72.47%
26,46,598,428,71.57%
26,47,295,193,65.42%
26,48,539,360,66.79%
26,49,341,232,68.04%
26,50,326,226,69.33%
26,51,370,301,81.35%
26,52,260,153,58.85%
26,53,395,273,69.11%
26,54,431,251,58.24%
26,55,314,186,59.24%
26,56,474,304,64.14%
26,57,379,249,65.70%
26,58,388,237,61.08%
26,59,515,291,56.50%
26,60,431,287,66.59%
26,61,312,190,60.90%
26,62,405,299,73.83%
26,63,203,127,62.56%
27,1,976,849,86.99%
27,2,634,363,57.26%
27,3,613,382,62.32%
27,4,463,339,73.22%
27,5,286,240,83.92%
27,6,360,259,71.94%
27,7,742,533,71.83%
27,8,627,398,63.48%
27,9,603,460,76.29%
27,10,659,554,84.07%
27,11,915,575,62.84%
27,12,778,660,84.83%
27,13,482,411,85.27%
27,14,827,592,71.58%
27,15,390,265,67.95%
27,16,276,231,83.70%
27,17,691,589,85.24%
27,18,674,455,67.51%
27,19,602,422,70.10%
27,20,708,649,91.67%
27,21,338,327,96.75%
27,22,658,416,63.22%
27,23,129,82,63.57%
27,24,474,375,79.11%
27,25,378,276,73.02%
27,26,426,304,71.36%
27,27,584,432,73.97%
27,28,594,493,83.00%
27,29,531,332,62.52%
27,30,326,237,72.70%
27,31,414,329,79.47%
27,32,571,374,65.50%
27,33,495,364,73.54%
27,34,454,368,81.06%
27,35,579,443,76.51%
27,36,489,342,69.94%
27,37,510,426,83.53%
27,38,557,389,69.84%
27,39,396,304,76.77%
27,40,478,353,73.85%
27,41,788,543,68.91%
27,42,465,394,84.73%
27,43,285,224,78.60%
27,44,538,353,65.61%
27,45,420,320,76.19%
27,46,421,375,89.07%
27,47,429,312,72.73%
27,48,565,432,76.46%
27,49,595,410,68.91%
27,50,674,530,78.64%
27,51,222,188,84.68%
27,52,487,341,70.02%
27,53,476,328,68.91%
27,54,847,668,78.87%
27,55,432,380,87.96%
27,56,498,375,75.30%
27,57,543,420,77.35%
27,58,287,193,67.25%
27,59,724,471,65.06%
28,1,585,431,73.68%
28,2,786,506,64.38%
28,3,451,363,80.49%
28,4,695,429,61.73%
28,5,553,368,66.55%
28,6,533,324,60.79%
28,7,582,340,58.42%
28,8,514,380,73.93%
28,9,513,307,59.84%
28,10,136,97,71.32%
28,11,507,332,65.48%
28,12,465,348,74.84%
28,13,405,312,77.04%
28,14,420,291,69.29%
28,15,506,340,67.19%
28,16,488,364,74.59%
28,17,456,286,62.72%
28,18,747,501,67.07%
28,19,621,454,73.11%
28,20,535,395,73.83%
28,21,661,482,72.92%
28,22,509,333,65.42%
28,23,610,397,65.08%
28,24,500,313,62.60%
28,25,458,296,64.63%
28,26,540,370,68.52%
28,27,643,473,73.56%
28,28,386,253,65.54%
28,29,554,352,63.54%
28,30,415,302,72.77%
28,31,539,369,68.46%
28,32,564,381,67.55%
28,33,638,438,68.65%
28,34,150,83,55.33%
28,35,494,340,68.83%
28,36,531,336,63.28%
28,37,801,551,68.79%
28,38,317,175,55.21%
28,39,550,395,71.82%
28,40,723,471,65.15%
28,41,530,412,77.74%
28,42,503,337,67.00%
28,43,679,482,70.99%
28,44,596,437,73.32%
28,45,613,443,72.27%
28,46,538,366,68.03%
28,47,704,474,67.33%
28,48,454,272,59.91%
28,49,375,309,82.40%
28,50,558,301,53.94%
28,51,609,350,57.47%
28,52,556,358,64.39%
28,53,425,244,57.41%
28,54,551,343,62.25%
28,55,518,353,68.15%
28,56,540,357,66.11%
28,57,575,336,58.43%
28,58,628,453,72.13%
28,59,359,260,72.42%
28,60,421,291,69.12%
28,61,572,305,53.32%
29,1,772,790,102.33%
29,2,621,381,61.35%
29,3,586,530,90.44%
29,4,501,428,85.43%
29,5,553,459,83.00%
29,6,417,262,62.83%
29,7,468,321,68.59%
29,8,435,335,77.01%
29,9,450,323,71.78%
29,10,349,261,74.79%
29,11,541,469,86.69%
29,12,561,504,89.84%
29,13,498,482,96.79%
29,14,562,503,89.50%
29,15,440,443,100.68%
29,16,653,585,89.59%
29,17,404,361,89.36%
29,18,692,544,78.61%
29,19,747,645,86.35%
29,20,658,539,81.91%
29,21,672,573,85.27%
29,22,597,412,69.01%
29,23,614,483,78.66%
29,24,446,339,76.01%
29,25,582,521,89.52%
29,26,487,406,83.37%
29,27,525,482,91.81%
29,28,748,618,82.62%
29,29,666,542,81.38%
29,30,380,294,77.37%
29,31,537,466,86.78%
29,32,654,377,57.65%
29,33,399,364,91.23%
29,34,497,338,68.01%
29,35,456,406,89.04%
29,36,599,569,94.99%
29,37,516,448,86.82%
29,38,523,418,79.92%
29,39,393,361,91.86%
29,40,607,593,97.69%
29,41,599,499,83.31%
29,42,720,583,80.97%
29,43,590,547,92.71%
29,44,476,377,79.20%
29,45,481,405,84.20%
29,46,475,457,96.21%
29,47,632,580,91.77%
29,48,514,444,86.38%
29,49,740,643,86.89%
30,1,426,329,77.23%
30,2,414,277,66.91%
30,3,666,460,69.07%
30,4,579,337,58.20%
30,5,513,246,47.95%
30,6,437,287,65.68%
30,7,483,304,62.94%
30,8,644,380,59.01%
30,9,525,331,63.05%
30,10,624,337,54.01%
30,11,378,252,66.67%
30,12,485,297,61.24%
30,13,479,331,69.10%
30,14,311,146,46.95%
30,15,374,299,79.95%
30,16,582,367,63.06%
30,17,365,204,55.89%
30,18,577,313,54.25%
30,19,468,260,55.56%
30,20,504,294,58.33%
30,21,758,370,48.81%
30,22,738,378,51.22%
30,23,641,373,58.19%
30,24,626,345,55.11%
30,25,466,223,47.85%
30,26,416,227,54.57%
30,27,872,480,55.05%
30,28,494,291,58.91%
30,29,386,223,57.77%
30,30,665,439,66.02%
30,31,504,257,50.99%
30,32,313,145,46.33%
30,33,611,328,53.68%
30,34,511,345,67.51%
30,35,572,329,57.52%
30,36,612,324,52.94%
30,37,477,289,60.59%
30,38,565,422,74.69%
30,39,580,353,60.86%
30,40,608,334,54.93%
30,41,603,334,55.39%
31,1,261,152,58.24%
31,2,313,217,69.33%
31,3,407,258,63.39%
31,4,453,251,55.41%
31,5,472,332,70.34%
31,6,539,279,51.76%
31,7,511,301,58.90%
31,8,351,211,60.11%
31,9,420,259,61.67%
31,10,316,162,51.27%
31,11,325,209,64.31%
31,12,463,290,62.63%
31,13,580,328,56.55%
31,14,492,277,56.30%
31,15,316,171,54.11%
31,16,396,233,58.84%
31,17,420,289,68.81%
31,18,478,255,53.35%
31,19,402,242,60.20%
31,20,457,234,51.20%
31,21,512,314,61.33%
31,22,348,211,60.63%
31,23,288,187,64.93%
31,24,380,233,61.32%
31,25,471,284,60.30%
31,26,382,220,57.59%
31,27,461,268,58.13%
31,28,442,292,66.06%
31,29,389,255,65.55%
31,30,487,316,64.89%
31,31,563,368,65.36%
31,32,463,296,63.93%
31,33,425,291,68.47%
31,34,388,230,59.28%
31,35,391,205,52.43%
31,36,485,322,66.39%
31,37,516,305,59.11%
31,38,312,177,56.73%
31,39,397,194,48.87%
31,40,306,202,66.01%
31,41,471,299,63.48%
31,42,518,332,64.09%
31,43,509,337,66.21%
31,44,491,293,59.67%
31,45,459,282,61.44%
31,46,408,266,65.20%
31,47,480,293,61.04%
31,48,476,282,59.24%
31,49,243,144,59.26%
31,50,518,328,63.32%
31,51,306,183,59.80%
32,1,775,576,74.32%
32,2,840,667,79.40%
32,3,717,535,74.62%
32,4,782,633,80.95%
32,5,580,465,80.17%
32,6,744,544,73.12%
32,7,698,562,80.52%
32,8,1021,854,83.64%
32,9,965,823,85.28%
32,10,843,631,74.85%
32,11,641,499,77.85%
32,12,460,349,75.87%
32,13,401,304,75.81%
32,14,667,497,74.51%
32,15,545,435,79.82%
32,16,698,553,79.23%
32,17,880,652,74.09%
32,18,687,554,80.64%
32,19,690,548,79.42%
32,20,731,570,77.98%
32,21,558,462,82.80%
32,22,809,684,84.55%
32,23,699,554,79.26%
32,24,935,744,79.57%
32,25,634,501,79.02%
32,26,647,451,69.71%
32,27,689,556,80.70%
32,28,583,495,84.91%
32,29,608,470,77.30%
32,30,849,717,84.45%
32,31,884,719,81.33%
32,32,765,623,81.44%
32,33,523,377,72.08%
32,34,987,735,74.47%
32,35,745,630,84.56%
32,36,869,730,84.00%
32,37,758,560,73.88%
32,38,789,685,86.82%
32,39,858,728,84.85%
32,40,785,637,81.15%
32,41,863,657,76.13%
32,42,949,755,79.56%
32,43,661,567,85.78%
32,44,530,387,73.02%
32,45,682,560,82.11%
32,46,353,221,62.61%
32,47,848,643,75.83%
32,48,1072,857,79.94%
32,49,817,572,70.01%
32,50,877,729,83.12%
32,51,806,647,80.27%
32,52,474,370,78.06%
33,1,822,588,71.53%
33,2,775,625,80.65%
33,3,716,569,79.47%
33,4,810,642,79.26%
33,5,756,526,69.58%
33,6,699,550,78.68%
33,7,697,615,88.24%
33,8,637,533,83.67%
33,9,673,573,85.14%
33,10,722,540,74.79%
33,11,749,600,80.11%
33,12,811,583,71.89%
33,13,699,561,80.26%
33,14,815,549,67.36%
33,15,846,619,73.17%
33,16,713,503,70.55%
33,17,796,571,71.73%
33,18,306,230,75.16%
33,19,863,628,72.77%
33,20,824,601,72.94%
33,21,835,614,73.53%
33,22,747,573,76.71%
33,23,756,601,79.50%
33,24,664,559,84.19%
33,25,944,708,75.00%
33,26,925,638,68.97%
33,27,737,560,75.98%
34,1,795,643,80.88%
34,2,559,399,71.38%
34,3,787,592,75.22%
34,4,954,658,68.97%
34,5,676,548,81.07%
34,6,390,303,77.69%
34,7,739,564,76.32%
34,8,756,529,69.97%
34,9,615,478,77.72%
34,10,650,481,74.00%
34,11,602,462,76.74%
34,12,755,581,76.95%
34,13,786,596,75.83%
34,14,566,474,83.75%
34,15,640,460,71.88%
34,16,604,476,78.81%
34,17,663,452,68.17%
34,18,496,345,69.56%
34,19,147,118,80.27%
34,20,829,628,75.75%
34,21,564,440,78.01%
34,22,696,503,72.27%
34,23,632,448,70.89%
34,24,635,503,79.21%
34,25,669,524,78.33%
34,26,547,396,72.39%
34,27,658,462,70.21%
34,28,463,359,77.54%
34,29,614,451,73.45%
34,30,675,524,77.63%
34,31,448,330,73.66%
34,32,362,271,74.86%
34,33,323,260,80.50%
34,34,672,524,77.98%
34,35,668,562,84.13%
34,36,703,507,72.12%
34,37,669,492,73.54%
34,38,637,457,71.74%
34,39,787,446,56.67%
34,40,683,535,78.33%
34,41,531,343,64.60%
34,42,729,554,75.99%
34,43,784,627,79.97%
34,44,655,504,76.95%
34,45,689,494,71.70%
34,46,604,480,79.47%
34,47,400,316,79.00%
34,48,694,567,81.70%
34,49,753,626,83.13%
34,50,633,481,75.99%
34,51,881,704,79.91%
34,52,606,432,71.29%
34,53,664,455,68.52%
34,54,588,455,77.38%
34,55,706,534,75.64%
34,56,391,276,70.59%
34,57,742,576,77.63%
34,58,613,450,73.41%
34,59,704,523,74.29%
34,60,717,534,74.48%
34,61,491,410,83.50%
35,1,915,561,61.31%
35,2,657,403,61.34%
35,3,745,515,69.13%
35,4,685,511,74.60%
35,5,672,464,69.05%
35,6,884,487,55.09%
35,7,781,597,76.44%
35,8,627,445,70.97%
35,9,738,544,73.71%
35,10,700,517,73.86%
35,11,943,528,55.99%
35,12,745,577,77.45%
35,13,346,188,54.34%
35,14,804,592,73.63%
35,15,658,451,68.54%
35,16,716,565,78.91%
35,17,878,610,69.48%
35,18,904,598,66.15%
35,19,673,522,77.56%
35,20,809,520,64.28%
35,21,771,479,62.13%
35,22,225,187,83.11%
35,23,556,314,56.47%
35,24,512,313,61.13%
35,25,769,572,74.38%
35,26,891,598,67.12%
35,27,761,552,72.54%
35,28,864,638,73.84%
35,29,734,576,78.47%
35,30,838,659,78.64%
35,31,439,334,76.08%
35,32,424,286,67.45%
35,33,670,427,63.73%
35,34,749,503,67.16%
35,35,740,444,60.00%
35,36,574,429,74.74%
36,1,540,389,72.04%
36,2,475,363,76.42%
36,3,646,547,84.67%
36,4,508,315,62.01%
36,5,464,307,66.16%
36,6,615,411,66.83%
36,7,425,302,71.06%
36,8,534,374,70.04%
36,9,533,382,71.67%
36,10,371,278,74.93%
36,11,633,442,69.83%
36,12,368,282,76.63%
36,13,615,498,80.98%
36,14,587,430,73.25%
36,15,657,401,61.04%
36,16,653,552,84.53%
36,17,454,330,72.69%
36,18,608,444,73.03%
36,19,748,484,64.71%
36,20,822,544,66.18%
36,21,898,631,70.27%
36,22,762,549,72.05%
36,23,223,185,82.96%
36,24,537,457,85.10%
36,25,391,279,71.36%
36,26,676,427,63.17%
36,27,303,204,67.33%
36,28,631,408,64.66%
36,29,478,347,72.59%
36,30,623,457,73.35%
36,31,597,400,67.00%
36,32,564,400,70.92%
36,33,354,307,86.72%
36,34,368,293,79.62%
36,35,590,437,74.07%
36,36,499,351,70.34%
36,37,593,368,62.06%
36,38,329,226,68.69%
36,39,543,378,69.61%
36,40,727,478,65.75%
36,41,524,355,67.75%
36,42,497,354,71.23%
36,43,493,330,66.94%
36,44,472,404,85.59%
36,45,468,386,82.48%
36,46,393,304,77.35%
36,47,389,266,68.38%
36,48,510,347,68.04%
36,49,660,512,77.58%
36,50,475,331,69.68%
36,51,534,432,80.90%
36,52,704,461,65.48%
36,53,358,268,74.86%
36,54,610,524,85.90%
36,55,631,501,79.40%
37,1,596,339,56.88%
37,2,714,486,68.07%
37,3,611,372,60.88%
37,4,814,562,69.04%
37,5,751,553,73.64%
37,6,721,553,76.70%
37,7,809,600,74.17%
37,8,760,533,70.13%
37,9,693,507,73.16%
37,10,546,435,79.67%
37,11,347,227,65.42%
37,12,636,449,70.60%
37,13,712,481,67.56%
37,14,813,614,75.52%
37,15,700,523,74.71%
37,16,656,478,72.87%
37,17,673,491,72.96%
37,18,767,526,68.58%
37,19,648,413,63.73%
37,20,726,513,70.66%
37,21,679,517,76.14%
37,22,525,380,72.38%
37,23,493,387,78.50%
37,24,729,534,73.25%
37,25,771,564,73.15%
37,26,708,553,78.11%
37,27,710,561,79.01%
37,28,707,512,72.42%
37,29,757,567,74.90%
37,30,437,315,72.08%
37,31,613,468,76.35%
37,32,759,527,69.43%
37,33,670,478,71.34%
37,34,688,508,73.84%
37,35,683,496,72.62%
37,36,703,509,72.40%
37,37,704,474,67.33%
37,38,752,575,76.46%
37,39,749,455,60.75%
37,40,656,490,74.70%
37,41,756,551,72.88%
37,42,689,428,62.12%
37,43,742,462,62.26%
38,1,606,437,72.11%
38,2,593,360,60.71%
38,3,514,308,59.92%
38,4,289,199,68.86%
38,5,857,659,76.90%
38,6,666,400,60.06%
38,7,553,443,80.11%
38,8,394,272,69.04%
38,9,503,409,81.31%
38,10,605,475,78.51%
38,11,425,294,69.18%
38,12,546,355,65.02%
38,13,523,351,67.11%
38,14,468,322,68.80%
38,15,402,273,67.91%
38,16,629,392,62.32%
38,17,448,299,66.74%
38,18,475,347,73.05%
38,19,569,410,72.06%
38,20,613,472,77.00%
38,21,647,402,62.13%
38,22,560,376,67.14%
38,23,457,282,61.71%
38,24,544,327,60.11%
38,25,590,377,63.90%
38,26,444,282,63.51%
38,27,381,255,66.93%
38,28,439,286,65.15%
38,29,537,338,62.94%
38,30,542,372,68.63%
38,31,761,491,64.52%
38,32,608,431,70.89%
38,33,513,338,65.89%
38,34,489,304,62.17%
38,35,621,458,73.75%
38,36,535,361,67.48%
38,37,695,440,63.31%
38,38,666,464,69.67%
38,39,632,411,65.03%
38,40,444,298,67.12%
38,41,633,481,75.99%
38,42,549,400,72.86%
38,43,513,374,72.90%
38,44,516,375,72.67%
38,45,675,442,65.48%
38,46,489,344,70.35%
38,47,543,369,67.96%
38,48,455,327,71.87%
38,49,586,352,60.07%
38,50,547,389,71.12%
38,51,473,298,63.00%
38,52,588,407,69.22%
38,53,178,120,67.42%
39,1,444,369,83.11%
39,2,735,542,73.74%
39,3,459,362,78.87%
39,4,352,296,84.09%
39,5,408,313,76.72%
39,6,601,434,72.21%
39,7,390,278,71.28%
39,8,678,454,66.96%
39,9,680,489,71.91%
39,10,454,331,72.91%
39,11,664,472,71.08%
39,12,773,464,60.03%
39,13,336,258,76.79%
39,14,677,492,72.67%
39,15,468,350,74.79%
39,16,610,406,66.56%
39,17,608,391,64.31%
39,18,651,481,73.89%
39,19,420,279,66.43%
39,20,424,350,82.55%
39,21,406,289,71.18%
39,22,777,521,67.05%
39,23,267,217,81.27%
39,24,737,466,63.23%
39,25,803,492,61.27%
39,26,543,396,72.93%
39,27,515,402,78.06%
39,28,659,486,73.75%
39,29,589,436,74.02%
39,30,499,293,58.72%
39,31,492,340,69.11%
39,32,500,348,69.60%
39,33,764,527,68.98%
39,34,775,544,70.19%
39,35,738,540,73.17%
39,36,518,331,63.90%
39,37,613,505,82.38%
39,38,481,396,82.33%
39,39,242,171,70.66%
39,40,413,291,70.46%
39,41,261,174,66.67%
39,42,415,341,82.17%
39,43,840,601,71.55%
39,44,982,654,66.60%
39,45,490,282,57.55%
39,46,576,384,66.67%
39,47,395,271,68.61%
40,1,527,348,66.03%
40,2,431,325,75.41%
40,3,551,474,86.03%
40,4,470,377,80.21%
40,5,632,484,76.58%
40,6,558,481,86.20%
40,7,543,469,86.37%
40,8,185,133,71.89%
40,9,547,402,73.49%
40,10,628,426,67.83%
40,11,469,408,86.99%
40,12,374,303,81.02%
40,13,595,518,87.06%
40,14,693,540,77.92%
40,15,606,440,72.61%
40,16,522,444,85.06%
40,17,286,200,69.93%
40,18,710,529,74.51%
40,19,610,400,65.57%
40,20,478,362,75.73%
40,21,487,384,78.85%
40,22,354,289,81.64%
40,23,726,620,85.40%
40,24,475,321,67.58%
40,25,470,348,74.04%
40,26,542,438,80.81%
40,27,471,361,76.65%
40,28,676,524,77.51%
40,29,502,388,77.29%
40,30,482,395,81.95%
40,31,433,327,75.52%
40,32,414,268,64.73%
40,33,573,448,78.18%
40,34,407,292,71.74%
40,35,600,468,78.00%
40,36,684,516,75.44%
40,37,453,325,71.74%
40,38,370,259,70.00%
40,39,512,366,71.48%
40,40,307,267,86.97%
40,41,642,553,86.14%
40,42,614,508,82.74%
40,43,630,493,78.25%
40,44,497,349,70.22%
40,45,848,628,74.06%
40,46,605,511,84.46%
40,47,502,426,84.86%
40,48,463,339,73.22%
40,49,438,320,73.06%
41,1,728,553,75.96%
41,2,695,556,80.00%
41,3,740,535,72.30%
41,4,715,560,78.32%
41,5,868,676,77.88%
41,6,545,436,80.00%
41,7,752,590,78.46%
41,8,723,538,74.41%
41,9,810,561,69.26%
41,10,552,420,76.09%
41,11,766,557,72.72%
41,12,732,490,66.94%
41,13,446,306,68.61%
41,14,558,476,85.30%
41,15,820,592,72.20%
41,16,713,536,75.18%
41,17,771,514,66.67%
41,18,802,500,62.34%
41,19,671,524,78.09%
41,20,721,539,74.76%
41,21,776,558,71.91%
41,22,630,464,73.65%
41,23,626,432,69.01%
41,24,758,505,66.62%
41,25,611,381,62.36%
41,26,369,237,64.23%
41,27,370,226,61.08%
41,28,805,567,70.43%
41,29,591,362,61.25%
41,30,805,610,75.78%
41,31,731,556,76.06%
41,32,535,400,74.77%
41,33,513,409,79.73%
41,34,544,425,78.13%
41,35,711,543,76.37%
41,36,697,510,73.17%
41,37,689,556,80.70%
41,38,732,514,70.22%
41,39,514,373,72.57%
41,40,684,539,78.80%
41,41,716,553,77.23%
41,42,717,581,81.03%
41,43,724,536,74.03%
41,44,618,477,77.18%
41,45,675,508,75.26%
41,46,494,379,76.72%
41,47,492,414,84.15%
41,48,647,392,60.59%
41,49,706,585,82.86%
41,50,805,544,67.58%
41,51,502,366,72.91%
41,52,794,623,78.46%
41,53,707,505,71.43%
41,54,416,351,84.38%
41,55,605,496,81.98%
41,56,712,576,80.90%
41,57,596,434,72.82%
42,1,706,605,85.69%
42,2,574,433,75.44%
42,3,774,625,80.75%
42,4,563,491,87.21%
42,5,427,386,90.40%
42,6,787,659,83.74%
42,7,605,490,80.99%
42,8,749,618,82.51%
42,9,1806,1382,76.52%
42,10,443,367,82.84%
42,11,610,517,84.75%
42,12,444,369,83.11%
42,13,713,599,84.01%
42,14,815,638,78.28%
42,15,616,523,84.90%
42,16,419,353,84.25%
42,17,1220,924,75.74%
42,18,1375,1144,83.20%
42,19,415,334,80.48%
42,20,557,424,76.12%
42,21,563,458,81.35%
42,22,800,624,78.00%
42,23,634,516,81.39%
42,24,733,620,84.58%
42,25,543,429,79.01%
42,26,636,485,76.26%
42,27,704,556,78.98%
42,28,523,446,85.28%
42,29,622,498,80.06%
42,30,484,385,79.55%
42,31,629,522,82.99%
42,32,631,513,81.30%
42,33,575,528,91.83%
42,34,525,453,86.29%
42,35,423,356,84.16%
42,36,671,527,78.54%
42,37,505,401,79.41%
42,38,475,394,82.95%
42,39,382,248,64.92%
42,40,578,469,81.14%
42,41,1058,867,81.95%
